BCODE,BNAME,DCODE,District_Name,Region,County_ID,County_Name,Public/nonpublic,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_all
06296,Macatawa Bay Middle School,70070,West Ottawa Public School District,7.00,70,Ottawa,Public,242.00,245.00,0.00,0.00,0.00,0.00,487.00
06306,North Rockford Middle School,41210,Rockford Public Schools,7.00,41,Kent,Public,288.00,304.00,0.00,0.00,0.00,0.00,592.00
06310,Portland Middle School,34110,Portland Public School District,7.00,34,Ionia,Public,156.00,150.00,0.00,0.00,0.00,0.00,306.00
06322,CALVARY CHRISTIAN ACADEMY,81020,,7.00,39,Kalamazoo,nonpublic,9.00,13.00,11.00,9.00,13.00,15.00,70.00
06331,JACKSON CHRISTIAN SCHOOL,38170,,7.00,13,Calhoun,nonpublic,27.00,26.00,36.00,32.00,34.00,38.00,193.00
06332,EAU CLAIRE SDA SCHOOL,11250,,7.00,70,Ottawa,nonpublic,1.00,4.00,0.00,0.00,0.00,0.00,5.00
06343,Hartford Middle School,80120,Hartford Public School District,7.00,80,Van Buren,Public,102.00,117.00,0.00,0.00,0.00,0.00,219.00
06357,Lowell Middle School,41170,Lowell Area Schools,7.00,41,Kent,Public,274.00,285.00,0.00,0.00,0.00,0.00,559.00
06363,Newaygo Middle School,62070,Newaygo Public School District,7.00,62,Newaygo,Public,128.00,141.00,0.00,0.00,0.00,0.00,269.00
06370,Lawton Middle School,80140,Lawton Community School District,7.00,80,Van Buren,Public,83.00,93.00,0.00,0.00,0.00,0.00,176.00
06391,Northeast Middle School,39030,Comstock Public Schools,7.00,39,Kalamazoo,Public,180.00,167.00,0.00,0.00,0.00,0.00,347.00
06396,Portage West Middle School,39140,Portage Public Schools,7.00,39,Kalamazoo,Public,229.00,253.00,0.00,0.00,0.00,0.00,482.00
06412,Rockford H.S. Freshman Center,41210,Rockford Public Schools,7.00,41,Kent,Public,0.00,0.00,654.00,0.00,0.00,0.00,654.00
06422,Delton-Kellogg Middle School,08010,Delton-Kellogg School District,7.00,08,Barry,Public,126.00,132.00,0.00,0.00,0.00,0.00,258.00
06426,Belding Middle School,34080,Belding Area School District,7.00,34,Ionia,Public,191.00,166.00,0.00,0.00,0.00,0.00,357.00
06427,Hesperia Middle School,62060,Hesperia Community Schools,7.00,62,Newaygo,Public,81.00,76.00,0.00,0.00,0.00,0.00,157.00
06434,Kent Education Center--Mayfield,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,22.00,15.00,4.00,0.00,0.00,0.00,41.00
06444,Buchanan Middle School,11310,Buchanan Community Schools,7.00,11,Berrien,Public,116.00,135.00,0.00,0.00,0.00,0.00,251.00
06451,WOODLAND SDA SCHOOL,12010,,7.00,11,Berrien,nonpublic,5.00,2.00,3.00,1.00,0.00,0.00,11.00
06461,MT PLEASANT SDA SCHOOL,37010,,7.00,13,Calhoun,nonpublic,0.00,1.00,0.00,0.00,0.00,0.00,1.00
06473,GOLDEN RULE SCHOOL,12020,,7.00,41,Kent,nonpublic,3.00,0.00,0.00,0.00,0.00,0.00,3.00
06524,WEST HIGHLAND CHRISTIAN ACAD,63220,,7.00,64,Oceana,nonpublic,1.00,9.00,2.00,7.00,5.00,2.00,26.00
06530,PARKWAY CHRISTIAN SCHOOL,50210,,7.00,34,Ionia,nonpublic,45.00,38.00,38.00,49.00,44.00,42.00,256.00
06602,GRAYLING SDA SCHOOL,20015,,7.00,59,Montcalm,nonpublic,0.00,1.00,0.00,0.00,0.00,0.00,1.00
06608,BETH HAVEN BAPTIST ACADEMY,59125,,7.00,39,Kalamazoo,nonpublic,3.00,8.00,14.00,8.00,6.00,5.00,44.00
06621,HURON VALLEY LUTHERAN HIGH,82160,,7.00,70,Ottawa,nonpublic,0.00,0.00,15.00,21.00,30.00,21.00,87.00
06635,Cedar Lane School,11300,Niles Community School District,7.00,11,Berrien,Public,0.00,0.00,5.00,30.00,4.00,48.00,87.00
06711,MEMORIAL LUTHERAN SCHOOL,33230,,7.00,80,Van Buren,nonpublic,3.00,5.00,0.00,0.00,0.00,0.00,8.00
06730,Hillside Learning & Behavior Center,03000,Allegan Area Educational Service Agency,7.00,03,Allegan,Public,7.00,10.00,7.00,6.00,6.00,13.00,49.00
06741,Lincoln Developmental Center,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,6.00,9.00,6.00,1.00,3.00,42.00,67.00
06750,PLYMOUTH CHRISTIAN ACADEMY,82100,,7.00,70,Ottawa,nonpublic,35.00,49.00,48.00,39.00,38.00,49.00,258.00
06762,Northern Hills Middle School,41110,Forest Hills Public Schools,7.00,41,Kent,Public,243.00,228.00,0.00,0.00,0.00,0.00,471.00
06811,Homer Middle School,13080,Homer Community Schools,7.00,13,Calhoun,Public,88.00,78.00,0.00,0.00,0.00,0.00,166.00
06908,Bert Goens Learning Center,80000,Van Buren ISD,7.00,80,Van Buren,Public,1.00,0.00,1.00,0.00,0.00,0.00,2.00
06934,Galien Township Middle School,11160,Galien Township School District,7.00,11,Berrien,Public,7.00,6.00,0.00,0.00,0.00,0.00,13.00
06953,Galesburg-Augusta Middle School,39050,Galesburg-Augusta Community Schools,7.00,39,Kalamazoo,Public,85.00,86.00,0.00,0.00,0.00,0.00,171.00
06970,West Middle School,70020,Holland City School District,7.00,70,Ottawa,Public,227.00,226.00,0.00,0.00,0.00,0.00,453.00
06976,PRAIRIE BAPTIST SCHOOL,39020,,7.00,13,Calhoun,nonpublic,3.00,4.00,0.00,2.00,2.00,0.00,11.00
06978,CARDINAL MOONEY CATHOLIC SCH,74050,,7.00,70,Ottawa,nonpublic,0.00,0.00,48.00,47.00,47.00,47.00,189.00
06992,CALVARY  SCHOOLS OF HOLLAND,70020,,7.00,62,Newaygo,nonpublic,17.00,22.00,17.00,26.00,12.00,17.00,111.00
07005,BROCKWAY CHRISTIAN ACADEMY,59090,,7.00,41,Kent,nonpublic,3.00,4.00,3.00,7.00,0.00,4.00,21.00
07029,FAITH BAPTIST SCHOOL,25140,,7.00,70,Ottawa,nonpublic,32.00,25.00,30.00,22.00,23.00,29.00,161.00
07061,North Kent High School,41080,Comstock Park Public Schools,7.00,41,Kent,Public,0.00,0.00,25.00,20.00,17.00,49.00,111.00
07062,Grandville Orion High School,41130,Grandville Public Schools,7.00,41,Kent,Public,0.00,0.00,12.00,16.00,42.00,62.00,132.00
07143,Fair Plain Renaissance MIddle School,11010,Benton Harbor Area Schools,7.00,11,Berrien,Public,132.00,118.00,0.00,0.00,0.00,0.00,250.00
07144,TRI-UNITY CHRISTIAN HIGH SCH,41130,,7.00,13,Calhoun,nonpublic,28.00,31.00,35.00,29.00,35.00,24.00,182.00
07177,GRACE CHRISTIAN SCHOOL,11320,,7.00,11,Berrien,nonpublic,19.00,18.00,21.00,10.00,16.00,11.00,95.00
07210,Vision Quest Alternative H.S.,41120,Godfrey-Lee Public Schools,7.00,41,Kent,Public,0.00,0.00,37.00,78.00,38.00,33.00,186.00
07215,Oceana High School,64080,Shelby Public Schools,7.00,64,Oceana,Public,0.00,1.00,6.00,14.00,18.00,58.00,97.00
07218,Bunker Middle School,61010,Muskegon City School District,7.00,61,Muskegon,Public,198.00,195.00,0.00,0.00,0.00,0.00,393.00
07237,Covert Middle School,80040,Covert Public Schools,7.00,80,Van Buren,Public,44.00,62.00,0.00,0.00,0.00,0.00,106.00
07256,Tekonsha Middle School,13130,Tekonsha Community Schools,7.00,13,Calhoun,Public,17.00,32.00,0.00,0.00,0.00,0.00,49.00
07267,Coopersville Community Services,70120,Coopersville Area Public School District,7.00,70,Ottawa,Public,0.00,0.00,2.00,0.00,0.00,0.00,2.00
07288,Young Adult Program,39000,Kalamazoo RESA,7.00,39,Kalamazoo,Public,0.00,0.00,0.00,0.00,0.00,1.00,1.00
07289,Valley Center School,39000,Kalamazoo RESA,7.00,39,Kalamazoo,Public,5.00,10.00,6.00,14.00,10.00,2.00,47.00
07290,Youth Center School,39000,Kalamazoo RESA,7.00,39,Kalamazoo,Public,0.00,1.00,45.00,14.00,3.00,14.00,77.00
07293,New Options Alternative High School,70040,Allendale Public School District,7.00,70,Ottawa,Public,0.00,0.00,6.00,7.00,12.00,13.00,38.00
07294,Sheldon Pines School,70000,Ottawa Area ISD,7.00,70,Ottawa,Public,1.00,4.00,3.00,3.00,4.00,1.00,16.00
07303,Kalamazoo Area Math and Science Center,39010,Kalamazoo Public School District,7.00,39,Kalamazoo,Public,0.00,0.00,55.00,43.00,49.00,43.00,190.00
07311,Fennville Middle School,03050,Fennville Public Schools,7.00,03,Allegan,Public,106.00,114.00,0.00,0.00,0.00,0.00,220.00
07389,OHOLEI YOSEF YITZCHAK LUBAVI,63250,,7.00,34,Ionia,nonpublic,15.00,8.00,8.00,14.00,11.00,0.00,56.00
07391,GREATER LANSING ADVEN SCHOOL,33215,,7.00,59,Montcalm,nonpublic,8.00,5.00,9.00,6.00,0.00,0.00,28.00
07397,YESHIVAS DARCHEI TORAH,63060,,7.00,80,Van Buren,nonpublic,26.00,36.00,16.00,12.00,15.00,9.00,114.00
07404,DIVINE GRACE LUTHERAN SCH,63230,,7.00,41,Kent,nonpublic,5.00,7.00,0.00,0.00,0.00,0.00,12.00
07562,Pinewood Middle School,41160,Kentwood Public Schools,7.00,41,Kent,Public,271.00,310.00,0.00,0.00,0.00,0.00,581.00
07570,"Belding Comm., Adult and Alternative Ed.",34080,Belding Area School District,7.00,34,Ionia,Public,0.00,0.00,4.00,13.00,28.00,35.00,80.00
07572,Battle Creek Math-Sci Center,13020,Battle Creek Public Schools,7.00,13,Calhoun,Public,0.00,0.00,75.00,64.00,50.00,61.00,250.00
07577,East K-8,70020,Holland City School District,7.00,70,Ottawa,Public,65.00,69.00,0.00,0.00,0.00,0.00,134.00
07617,ST LUKE'S LUTHERAN SCHOOL,79150,,7.00,75,St. Joseph,nonpublic,9.00,4.00,0.00,0.00,0.00,0.00,13.00
07637,NEW LIFE CHRISTIAN ACADEMY,74010,,7.00,13,Calhoun,nonpublic,15.00,12.00,15.00,16.00,23.00,18.00,99.00
07666,Operation GRAD,13020,Battle Creek Public Schools,7.00,13,Calhoun,Public,0.00,0.00,56.00,62.00,24.00,32.00,174.00
07684,Kalamazoo Adult High School,39010,Kalamazoo Public School District,7.00,39,Kalamazoo,Public,0.00,0.00,0.00,0.00,0.00,26.00,26.00
07692,Muskegon Heights Adult/Comm. Ed.,61020,Muskegon Heights School District,7.00,61,Muskegon,Public,0.00,0.00,20.00,38.00,47.00,30.00,135.00
07694,Northview Alternative High School,41025,Northview Public School District,7.00,41,Kent,Public,0.00,0.00,14.00,32.00,60.00,48.00,154.00
07698,Barrows Adult Education,75080,Three Rivers Community Schools,7.00,75,St. Joseph,Public,0.00,0.00,7.00,9.00,20.00,50.00,86.00
07704,White Lake Area Community Ed.,61240,Whitehall District Schools,7.00,61,Muskegon,Public,0.00,0.00,25.00,35.00,28.00,65.00,153.00
07750,Michigan Avenue Academy,80160,Paw Paw Public School District,7.00,80,Van Buren,Public,4.00,3.00,27.00,17.00,31.00,92.00,174.00
07756,White Cloud Junior High School,62090,White Cloud Public Schools,7.00,62,Newaygo,Public,86.00,81.00,0.00,0.00,0.00,0.00,167.00
07761,Delton-Kellogg Alternative H.S.,08010,Delton-Kellogg School District,7.00,08,Barry,Public,0.00,0.00,0.00,8.00,28.00,63.00,99.00
07764,Mosaic School,54025,Chippewa Hills School District,7.00,54,Mecosta,Public,6.00,7.00,21.00,13.00,7.00,8.00,62.00
07765,Homer Comm. Alt. Education,13080,Homer Community Schools,7.00,13,Calhoun,Public,0.00,1.00,3.00,12.00,17.00,14.00,47.00
07769,Baseline Middle School,80010,South Haven Public Schools,7.00,80,Van Buren,Public,156.00,154.00,0.00,0.00,0.00,0.00,310.00
07783,DETROIT COUNTRY DAY MIDDLE,63010,,7.00,75,St. Joseph,nonpublic,136.00,135.00,0.00,0.00,0.00,0.00,271.00
07784,Bethany Based School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,3.00,10.00,7.00,1.00,0.00,21.00
07836,Lakewood Middle School,34090,Lakewood Public Schools,7.00,34,Ionia,Public,190.00,177.00,0.00,0.00,0.00,0.00,367.00
07841,TRINITY LUTHERAN SCHOOL,80160,,7.00,80,Van Buren,nonpublic,8.00,3.00,0.00,0.00,0.00,0.00,11.00
07865,Cassopolis Alternative Ed.,14010,Cassopolis Public Schools,7.00,14,Cass,Public,0.00,0.00,1.00,99.00,12.00,9.00,121.00
07884,Sparta Adult Education,41240,Sparta Area Schools,7.00,41,Kent,Public,0.00,0.00,0.00,83.00,0.00,0.00,83.00
07890,Adult and Community Ed. Building,39170,Vicksburg Community Schools,7.00,39,Kalamazoo,Public,0.00,0.00,0.00,0.00,0.00,11.00,11.00
07892,Carson City-Crystal Middle School,59020,Carson City-Crystal Area Schools,7.00,59,Montcalm,Public,91.00,84.00,0.00,0.00,0.00,0.00,175.00
07900,SHRINE ACADEMY,63040,,7.00,11,Berrien,nonpublic,76.00,75.00,0.00,0.00,0.00,0.00,151.00
07917,Hesperia Community Education,62060,Hesperia Community Schools,7.00,62,Newaygo,Public,0.00,0.00,4.00,10.00,6.00,17.00,37.00
07919,Learning Center East,62070,Newaygo Public School District,7.00,62,Newaygo,Public,4.00,2.00,21.00,57.00,20.00,44.00,148.00
07935,Lakewood Learning Center (LEAP),34090,Lakewood Public Schools,7.00,34,Ionia,Public,0.00,0.00,1.00,3.00,7.00,18.00,29.00
07943,New Directions High School,54010,Big Rapids Public Schools,7.00,54,Mecosta,Public,0.00,0.00,0.00,4.00,9.00,34.00,47.00
07994,East Kentwood Freshman Campus,41160,Kentwood Public Schools,7.00,41,Kent,Public,0.00,0.00,769.00,0.00,0.00,0.00,769.00
08007,REFORMED HERITAGE CHRISTIAN,39010,,7.00,11,Berrien,nonpublic,7.00,3.00,4.00,3.00,3.00,4.00,24.00
08016,Renaissance High School,03010,Plainwell Community Schools,7.00,03,Allegan,Public,0.00,0.00,30.00,21.00,22.00,13.00,86.00
08033,New Beginnings Alternative High School,41070,Cedar Springs Public Schools,7.00,41,Kent,Public,0.00,0.00,0.00,23.00,28.00,34.00,85.00
08052,West MI Academy of Environmental Science,41904,West MI Academy of Environmental Science,7.00,41,Kent,Public,41.00,35.00,65.00,38.00,19.00,13.00,211.00
08059,Mill Creek Middle School,41080,Comstock Park Public Schools,7.00,41,Kent,Public,184.00,176.00,0.00,0.00,0.00,0.00,360.00
08161,Bell Education Center,11210,Brandywine Community Schools,7.00,11,Berrien,Public,0.00,0.00,1.00,7.00,21.00,34.00,63.00
08164,Allendale Middle School,70040,Allendale Public School District,7.00,70,Ottawa,Public,163.00,159.00,0.00,0.00,0.00,0.00,322.00
08165,Allegan County Youth Home,03000,Allegan Area Educational Service Agency,7.00,03,Allegan,Public,1.00,3.00,6.00,8.00,7.00,0.00,25.00
08172,Crossroads Alternative High School,41160,Kentwood Public Schools,7.00,41,Kent,Public,0.00,0.00,67.00,90.00,49.00,31.00,237.00
08179,Alternative Education,08050,Thornapple Kellogg School District,7.00,08,Barry,Public,0.00,0.00,0.00,0.00,0.00,2.00,2.00
08193,Orchard View Community Education,61190,Orchard View Schools,7.00,61,Muskegon,Public,0.00,0.00,0.00,85.00,24.00,47.00,156.00
08212,Walden Green Montessori,70901,Walden Green Montessori,7.00,70,Ottawa,Public,16.00,9.00,0.00,0.00,0.00,0.00,25.00
08227,CBOT School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,0.00,0.00,0.00,44.00,44.00
08229,Kent Vocational Options,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,0.00,0.00,0.00,178.00,178.00
08231,Day Treatment,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,2.00,1.00,4.00,4.00,2.00,0.00,13.00
08236,Ottawa Community School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,0.00,2.00,3.00,0.00,5.00
08239,Creston Community School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,1.00,4.00,7.00,9.00,21.00
08246,Excel Charter Academy,41905,Excel Charter Academy,7.00,41,Kent,Public,74.00,68.00,0.00,0.00,0.00,0.00,142.00
08250,Pansophia Academy,12901,Pansophia Academy,7.00,12,Branch,Public,9.00,15.00,14.00,12.00,13.00,27.00,90.00
08321,Discovery Elementary School,03901,Discovery Elementary School,7.00,03,Allegan,Public,8.00,3.00,0.00,0.00,0.00,0.00,11.00
08326,Byron Center Charter School,41908,Byron Center Charter School,7.00,41,Kent,Public,19.00,19.00,20.00,15.00,18.00,14.00,105.00
08331,Black River Public School,70904,Black River Public School,7.00,70,Ottawa,Public,85.00,84.00,89.00,79.00,62.00,50.00,449.00
08332,W. Mich Academy of Arts and Academics,70902,West MI Academy of Arts and Academics,7.00,70,Ottawa,Public,42.00,37.00,0.00,0.00,0.00,0.00,79.00
08350,Cityside Middle School,70350,Zeeland Public Schools,7.00,70,Ottawa,Public,244.00,249.00,0.00,0.00,0.00,0.00,493.00
08361,Grand Rapids Montessori Public School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,26.00,25.00,13.00,8.00,2.00,3.00,77.00
08362,Adelante High School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,30.00,47.00,44.00,18.00,139.00
08366,Southeast Career Pathways,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,2.00,23.00,81.00,56.00,43.00,205.00
08367,Central Community School,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,0.00,9.00,1.00,6.00,16.00
08370,Vista Charter Academy,41909,Vista Charter Academy,7.00,41,Kent,Public,74.00,70.00,0.00,0.00,0.00,0.00,144.00
08371,Vanguard Charter Academy,41910,Vanguard Charter Academy,7.00,41,Kent,Public,75.00,65.00,0.00,0.00,0.00,0.00,140.00
08372,Vanderbilt Charter Academy,70905,Vanderbilt Charter Academy,7.00,70,Ottawa,Public,37.00,38.00,0.00,0.00,0.00,0.00,75.00
08384,Baldwin Street Middle School,70190,Hudsonville Public School District,7.00,70,Ottawa,Public,270.00,256.00,0.00,0.00,0.00,0.00,526.00
08410,Covered Bridge School,75030,Centreville Public Schools,7.00,75,St. Joseph,Public,0.00,0.00,17.00,7.00,14.00,4.00,42.00
08421,Wayland Union Middle School,03040,Wayland Union Schools,7.00,03,Allegan,Public,223.00,201.00,0.00,0.00,0.00,0.00,424.00
08423,Godwin Heights Learning Center,41020,Godwin Heights Public Schools,7.00,41,Kent,Public,0.00,0.00,0.00,12.00,127.00,221.00,360.00
08441,Kent Education Center--Beltline,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,32.00,18.00,14.00,44.00,108.00
08442,Kent Co. Sheriffs Honor Camp,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,3.00,3.00,4.00,7.00,17.00
08450,Countryside Academy-High School,11901,Countryside Academy,7.00,11,Berrien,Public,26.00,35.00,40.00,25.00,23.00,28.00,177.00
08457,Lakeshore Middle School,70010,Grand Haven Area Public Schools,7.00,70,Ottawa,Public,211.00,172.00,0.00,0.00,0.00,0.00,383.00
08484,Knapp Charter Academy,41914,Knapp Charter Academy,7.00,41,Kent,Public,71.00,67.00,0.00,0.00,0.00,0.00,138.00
08485,Walker Charter Academy,41915,Walker Charter Academy,7.00,41,Kent,Public,69.00,61.00,0.00,0.00,0.00,0.00,130.00
08490,Timberland Academy,61902,Timberland Academy,7.00,61,Muskegon,Public,44.00,40.00,0.00,0.00,0.00,0.00,84.00
08494,Morley Stanwood Middle School,54040,Morley Stanwood Community Schools,7.00,54,Mecosta,Public,89.00,117.00,0.00,0.00,0.00,0.00,206.00
08503,New Buffalo Middle School,11200,New Buffalo Area Schools,7.00,11,Berrien,Public,49.00,48.00,0.00,0.00,0.00,0.00,97.00
08515,Cross Creek Charter Academy,41916,Cross Creek Charter Academy,7.00,41,Kent,Public,75.00,71.00,0.00,0.00,0.00,0.00,146.00
08516,Eagle Crest Charter Academy,70906,Eagle Crest Charter Academy,7.00,70,Ottawa,Public,76.00,61.00,0.00,0.00,0.00,0.00,137.00
08530,Orchard View Alternative School,61190,Orchard View Schools,7.00,61,Muskegon,Public,0.00,0.00,12.00,18.00,11.00,16.00,57.00
08539,EASTSIDE CHRISTIAN SCHOOL,41010,,7.00,41,Kent,nonpublic,7.00,2.00,4.00,0.00,0.00,0.00,13.00
08544,Grant Learning Center,62050,Grant Public School District,7.00,62,Newaygo,Public,0.00,0.00,8.00,140.00,9.00,9.00,166.00
08556,Kent Co. Correction Facility,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,2.00,10.00,7.00,8.00,27.00
08574,South Hill Academy,13020,Battle Creek Public Schools,7.00,13,Calhoun,Public,0.00,0.00,39.00,123.00,103.00,65.00,330.00
08576,River Valley Academy,41210,Rockford Public Schools,7.00,41,Kent,Public,0.00,0.00,2.00,3.00,10.00,46.00,61.00
08583,Central Montcalm Public Schools Alternative,59125,Central Montcalm Public Schools,7.00,59,Montcalm,Public,0.00,0.00,3.00,3.00,3.00,11.00,20.00
08613,Harbor Lights Middle School,70070,West Ottawa Public School District,7.00,70,Ottawa,Public,323.00,333.00,0.00,0.00,0.00,0.00,656.00
08622,Watervliet Middle School,11320,Watervliet School District,7.00,11,Berrien,Public,97.00,106.00,0.00,0.00,0.00,0.00,203.00
08633,Creative Technologies Academy,41918,Creative Technologies Academy,7.00,41,Kent,Public,23.00,25.00,25.00,31.00,28.00,35.00,167.00
08642,Paramount Charter Academy,39905,Paramount Charter Academy,7.00,39,Kalamazoo,Public,96.00,88.00,0.00,0.00,0.00,0.00,184.00
08643,Endeavor Charter Academy,13902,Endeavor Charter Academy,7.00,13,Calhoun,Public,50.00,58.00,0.00,0.00,0.00,0.00,108.00
08648,North Muskegon Middle School,61230,North Muskegon Public Schools,7.00,61,Muskegon,Public,74.00,72.00,0.00,0.00,0.00,0.00,146.00
08652,Ridge Park Charter Academy,41919,Ridge Park Charter Academy,7.00,41,Kent,Public,45.00,45.00,0.00,0.00,0.00,0.00,90.00
08661,Vestaburg Community Middle School,59150,Vestaburg Community Schools,7.00,59,Montcalm,Public,66.00,57.00,0.00,0.00,0.00,0.00,123.00
08666,CHRISTIAN MONTESSORI SCHOOL,81010,,7.00,75,St. Joseph,nonpublic,5.00,4.00,2.00,0.00,0.00,0.00,11.00
08706,Benton Harbor Charter School,11903,Benton Harbor Charter School,7.00,11,Berrien,Public,50.00,36.00,0.00,0.00,0.00,0.00,86.00
08719,Chandler Woods Charter Academy,41920,Chandler Woods Charter Academy,7.00,41,Kent,Public,66.00,64.00,0.00,0.00,0.00,0.00,130.00
08758,KGA CHRISTIAN INC,50190,,7.00,70,Ottawa,nonpublic,6.00,3.00,0.00,0.00,0.00,0.00,9.00
08781,FAITH COMM CHRISTIAN ACADEMY,50130,,7.00,41,Kent,nonpublic,1.00,1.00,3.00,1.00,2.00,4.00,12.00
08789,Michigan Youth Challenge Academy,13020,Battle Creek Public Schools,7.00,13,Calhoun,Public,0.00,0.00,17.00,77.00,0.00,27.00,121.00
08800,WayPoint Academy,61903,WayPoint Academy,7.00,61,Muskegon,Public,27.00,26.00,51.00,41.00,32.00,18.00,195.00
08802,East Rockford Middle School,41210,Rockford Public Schools,7.00,41,Kent,Public,312.00,300.00,0.00,0.00,0.00,0.00,612.00
08805,Riley Street Middle School,70190,Hudsonville Public School District,7.00,70,Ottawa,Public,173.00,155.00,0.00,0.00,0.00,0.00,328.00
08807,Hopkins Middle School,03070,Hopkins Public Schools,7.00,03,Allegan,Public,131.00,129.00,0.00,0.00,0.00,0.00,260.00
08817,Marshall Academy,13903,Marshall Academy,7.00,13,Calhoun,Public,24.00,14.00,17.00,14.00,5.00,0.00,74.00
08824,Spring Lake Middle School,70300,Spring Lake Public Schools,7.00,70,Ottawa,Public,169.00,149.00,0.00,0.00,0.00,0.00,318.00
08837,WATERFORD GEN BAPTIST ACAD,63300,,7.00,61,Muskegon,nonpublic,1.00,0.00,0.00,1.00,2.00,2.00,6.00
08845,Brandywine Middle School,11210,Brandywine Community Schools,7.00,11,Berrien,Public,117.00,100.00,0.00,0.00,0.00,0.00,217.00
08854,Battle Creek Area Learning Center,13904,Battle Creek Area Learning Center,7.00,13,Calhoun,Public,0.00,0.00,0.00,21.00,54.00,74.00,149.00
08860,Shared Time,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,0.00,0.00,5.00,0.00,1.00,0.00,6.00
08881,Barry ISD Special Education,08000,Barry ISD,7.00,08,Barry,Public,2.00,0.00,2.00,2.00,3.00,14.00,23.00
08883,Saranac Community Education,34120,Saranac Community Schools,7.00,34,Ionia,Public,0.00,0.00,1.00,0.00,0.00,0.00,1.00
08889,Saugatuck Middle School,03080,Saugatuck Public Schools,7.00,03,Allegan,Public,65.00,62.00,0.00,0.00,0.00,0.00,127.00
08890,Hamilton Middle School,03100,Hamilton Community Schools,7.00,03,Allegan,Public,189.00,215.00,0.00,0.00,0.00,0.00,404.00
08900,The Haven,41010,Grand Rapids Public Schools,7.00,41,Kent,Public,1.00,2.00,5.00,9.00,0.00,0.00,17.00
08910,Holton Middle School,61120,Holton Public Schools,7.00,61,Muskegon,Public,63.00,65.00,0.00,0.00,0.00,0.00,128.00
